DRIVER_ID,DRIVER_MODAL,DRIVER_TYPE
65097,motoboy,logistic operator
65156,motoboy,logistic operator
65157,motoboy,logistic operator
65200,biker,freelance
65257,motoboy,freelance
65308,biker,freelance
65356,motoboy,logistic operator
65413,biker,freelance
65444,motoboy,freelance
65480,motoboy,logistic operator
65499,motoboy,freelance
65569,motoboy,logistic operator
65579,motoboy,logistic operator
65623,biker,freelance
65635,motoboy,freelance
65651,biker,freelance
65753,motoboy,logistic operator
65781,biker,freelance
65817,motoboy,freelance
65850,motoboy,logistic operator
65894,motoboy,freelance
65909,motoboy,logistic operator
65918,motoboy,logistic operator
65974,biker,freelance
66092,motoboy,logistic operator
66096,biker,freelance
66097,motoboy,logistic operator
66099,motoboy,logistic operator
66101,motoboy,logistic operator
66145,motoboy,logistic operator
66223,motoboy,freelance
66243,biker,freelance
66260,motoboy,freelance
66271,biker,freelance
66457,motoboy,logistic operator
66459,motoboy,logistic operator
66494,motoboy,freelance
